separation,split,model,n,n_seeds,rmse_mean,rmse_std,mae_mean,mae_std,bias_mean,anchor_coverage
neutron_rich,val,LSMF,578,5,2186.034223583268,106.91550581701148,1669.0225988286638,60.55043063374806,-50.163644807849685,0.0
neutron_rich,val,LSMF+anchor,578,5,451.33053778396015,34.901737847307196,293.31103566228,20.531594754874902,16.014985552444593,1.0
neutron_rich,val,LSMF+Transformer,578,5,448.29863192918083,41.810246006151836,263.89218702618774,27.83380802178742,9.69942701065057,0.0
neutron_rich,val,LSMF+anchor+Transformer,578,5,285.8334695518161,26.310807633924377,172.5952853383972,10.789955816972034,14.570086080706243,1.0
neutron_rich,test,LSMF,532,5,3927.5065070789715,52.904872521727036,3229.4200753222144,54.06866433658222,-978.2878039145477,0.0
neutron_rich,test,LSMF+anchor,532,5,1762.463862348884,54.182102800715704,1095.9086506916224,26.98973125711772,-671.6657885714797,0.9605263157894737
neutron_rich,test,LSMF+Transformer,532,5,1367.7176431284552,112.5245480419342,977.0710048131775,75.30234155282969,-582.7961174865734,0.0
neutron_rich,test,LSMF+anchor+Transformer,532,5,1780.1055013337639,62.92200986273798,1090.2459614847296,47.08398496569858,-648.1772373274969,0.9605263157894737
