train_losses,val_losses,train_rmse_keV,val_rmse_keV,train_mae_keV,val_mae_keV
0.62932323935357,0.6722258768583599,2405.7189820251497,2379.9321641079027,1779.753422914165,1883.5383600403152
0.40554018928246066,0.4380001990418685,1762.586786048145,1779.114503427391,1242.107496328889,1292.094483848277
0.3751537911593914,0.32991248604498413,1625.1665942138827,1469.7430318944835,1167.6626658011178,1020.5040188668106
0.3116737065667456,0.2660941838433868,1449.3705602887646,1169.2820001047203,1000.8861996715483,872.8803925036174
0.30316064303571527,0.26662667879932805,1373.5277812955126,1207.689578070417,985.8615281154301,870.3864070845228
0.3074292489750819,0.41350221869192627,1350.8788516711372,1661.5659271323798,987.8782749297043,1251.0061925590715
0.29645730063996534,0.2707229801698735,1363.7254481022003,1172.2127556558964,970.9099440417888,885.0542554780246
0.25447374480691826,0.216512662407599,1205.239515805992,1004.6324496934312,859.9422723019169,745.1416418693937
0.24583229388702998,0.2393721702851747,1179.964473790569,1097.6500867178374,835.4458601037722,809.5507272016032
0.21934477375312286,0.2155494215457063,1101.4181961314628,1072.9852004613263,764.3848233476112,762.1797133228106
0.22256029617380013,0.1905693929446371,1074.8960931355887,959.1084386732972,775.4389686239492,678.1526605691404
0.2103078615936366,0.316841296851635,1032.0011530807633,1571.6930305730566,745.3463499314313,992.1447517120479
0.18848307329145345,0.2511535392780053,936.8080572931533,1150.9434839151584,690.9009420077047,851.7750630366717
0.20733894932676444,0.32000403419921275,1036.496696446179,1408.158697424521,737.7527940247036,1020.6899745499215
0.19778520342978564,0.18117772866236537,1061.160385826329,958.9726760484544,708.8448853977052,671.9158270278451
0.17802066965536636,0.20805196915017932,935.6429898465375,1121.9720641933204,656.7767001665238,725.7745638142006
0.17907556823708795,0.22478486558324412,959.6575429845993,1066.3986925070733,658.0473036865538,782.6081855511871
0.20452716353942046,0.20106161179903306,1024.8708400285882,956.3924809838347,731.3881154850922,719.8831170300263
0.17745970951562579,0.17742099750198817,929.7193949712954,909.2033092473658,658.3596869651193,646.8120032224558
0.16483596864749084,0.1973050193567025,870.2005222194457,1055.3949171467968,621.9328827427638,704.5632163406806
0.17039302550256252,0.18149401521996447,902.865345531702,967.8380223719157,642.2329841672848,665.8028477655355
0.17630242234603924,0.2701102883407944,985.0620535040592,1239.9667714421118,646.1366288851212,889.0506988557905
0.17325878177176823,0.18461565202788302,896.1074785216119,992.9028427202938,648.2362519992356,671.436451833096
0.15578693286939102,0.2331979898245711,861.7167895503569,1182.3016770147406,599.8919520463833,787.5652215445691
0.17565797963602978,0.1459926606008881,904.6992729916052,868.6795468485499,645.7219858636008,571.5279669959697
0.160418888553977,0.1764430858586964,864.0134800593977,893.2559772245123,612.1196690828651,650.8174681462094
0.1581472781571475,0.1391034168436339,872.5810274538936,836.7815692517886,603.4909967511653,543.0298396538453
0.1585481050847606,0.15357200409236707,861.5609790267976,822.7123489618921,607.0097352184605,589.554916512893
0.15784801271828738,0.23032542318105698,868.6046014089749,1175.7202724844378,607.306264989393,774.8004789054008
0.14513573389161716,0.20323072020944796,819.2721841287015,1057.315887571929,567.0001647214059,708.3529780340142
0.15466783534396777,0.16751613977708316,846.3253706606235,931.9034506606058,596.3734131078905,628.261957237923
0.18334757976911284,0.17988967052415797,931.6297194351438,990.4299090481812,674.3103154479969,650.6653734217386
0.1393370475958694,0.16833331004569405,787.2395196852989,884.5518711508149,552.167355299383,645.6077158804098
0.14633303457363087,0.12547455816284606,829.9094522075417,767.4534252116263,577.4522991668224,507.3804050026174
0.16147844002328135,0.17100614897514643,854.3831369755675,895.2755057719396,615.1917331764317,632.2757801615626
0.13954049450430003,0.18140538879915288,790.2929342340597,895.9174457883446,554.3665276849414,664.6745541658379
0.13630791558799418,0.14593810352839923,798.1825833785944,850.4878916428777,549.2646480510882,565.4348251768539
0.13369045609777624,0.1626514668919538,762.9480994999313,928.0377790929228,539.4951422838766,606.256822872255
0.15692416341467338,0.1876404485420177,853.7710806706172,878.7181361382864,596.3831243307199,701.9632033400321
0.19311634163287553,0.16988092719724304,982.7818360448895,899.7343447400292,698.2983565854631,638.3858199050671
0.1485723260451447,0.13832720016178332,826.3290197275724,793.0204181004544,580.5213185986614,563.2723418366412
0.13914670143276453,0.2389535488266694,788.4472580308026,1033.4943945987816,548.6183685119563,828.7378760659849
0.1649548120119355,0.13172242496358721,880.727113169306,763.1215553214284,622.307083821441,536.1746443407056
0.13738978620279918,0.17302765363925382,787.9331197650491,926.0381863372634,544.5843904307599,639.5644032137825
0.13662376136265017,0.11793438639295728,772.940069867634,733.368551896413,546.6174325077936,496.50099408273996
0.12450740799646486,0.11544704848998472,741.5045731257646,728.1299399727351,513.7656765725679,485.2920075699208
0.12343924221667377,0.11698618609654277,730.250115029559,718.1163413069355,513.83472913926,497.919422975997
0.14060886898501354,0.13218463957309723,786.0899722383945,814.9241898458373,558.3785284485903,522.8037681364228
0.12671093803576447,0.15112504637555071,743.4839726270674,822.6254163445865,520.333215553046,583.6747375649722
0.12840630317276175,0.1370965897252685,747.916001974659,774.898716792624,525.3668296504837,536.5753313937848
0.13471043076027522,0.10592856326777685,764.9547772381593,705.3156570749858,539.2373900735539,455.5052133760747
0.14256364784457468,0.1310133106614414,804.8711988576869,792.5608196841889,564.7789312654692,520.1933097902872
0.12706505168568005,0.12243530664004777,735.0493385016302,766.1392666345763,525.1666394469249,507.6794153449733
0.11911284567957575,0.1263476379803921,707.6227850793551,759.2240395350765,496.47066119969327,503.688033301541
0.1224986378272826,0.12778061451880554,730.6693764475555,754.6839334311641,511.4474507698417,514.8850223646439
0.11647877681323072,0.13933070494156136,715.425247478664,813.2462962178777,490.5810701816223,539.7511913408748
