separation,split,model,n,n_seeds,rmse_mean,rmse_std,mae_mean,mae_std,bias_mean,anchor_coverage
neutron_rich,val,LSMF,578,5,2186.034223583268,106.91550581701148,1669.0225988286638,60.55043063374806,-50.163644807849685,0.0
neutron_rich,val,LSMF+anchor,578,5,451.33053778396015,34.901737847307196,293.31103566228,20.531594754874902,16.014985552444593,1.0
neutron_rich,test,LSMF,532,5,3927.5065070789715,52.904872521727036,3229.4200753222144,54.06866433658222,-978.2878039145477,0.0
neutron_rich,test,LSMF+anchor,532,5,1762.463862348884,54.182102800715704,1095.9086506916224,26.98973125711772,-671.6657885714797,0.9605263157894737
