N,Z,A,Mass Excess (keV)
118,86,204,-7970.115
119,86,205,-7709.764
120,86,206,-9132.918
121,86,207,-8634.742
122,86,208,-9655.389
124,86,210,-9604.764
126,86,212,-8659.219
127,86,213,-5695.949
128,86,214,-4319.664
129,86,215,-1168.99
131,86,217,3658.566
132,86,218,5217.413
133,86,219,8829.337
135,86,221,14471.354
111,87,198,9577.698
112,87,199,6771.388
113,87,200,6133.578
114,87,201,3588.573
115,87,202,3101.538
118,87,205,-1309.816
119,87,206,-1246.859
121,87,208,-2664.928
122,87,209,-3782.144
123,87,210,-3343.508
124,87,211,-4140.314
126,87,213,-3554.199
127,87,214,-958.327
128,87,215,318.137
129,87,216,2971.022
130,87,217,4314.663
131,87,218,7059.44
135,87,222,16378.103
136,87,223,18382.329
137,87,224,21748.614
138,87,225,23820.602
115,88,203,8601.331
116,88,204,6061.097
118,88,206,3565.613
120,88,208,1727.934
122,88,210,442.839
123,88,211,831.87
125,88,213,345.557
127,88,215,2531.995
130,88,218,6645.556
131,88,219,9393.853
134,88,222,14320.205
135,88,223,17233.245
136,88,224,18825.832
138,88,226,23667.576
139,88,227,27177.464
116,89,205,14106.689
117,89,206,13484.754
118,89,207,11146.228
121,89,210,8764.079
122,89,211,7143.485
123,89,212,7299.6
125,89,214,6433.272
127,89,216,8149.736
128,89,217,8702.321
130,89,219,11569.553
131,89,220,13743.755
133,89,222,16621.797
137,89,226,24309.201
139,89,228,28894.654
140,89,229,30689.936
118,90,208,16688.041
120,90,210,14059.521
122,90,212,12110.886
123,90,213,12120.108
124,90,214,10694.932
125,90,215,10921.434
126,90,216,10298.537
127,90,217,12205.78
131,90,221,16939.926
133,90,223,19385.402
134,90,224,19995.581
135,90,225,22310.193
136,90,226,23197.649
137,90,227,25804.759
138,90,228,26770.899
140,90,230,30862.512
141,90,231,33815.811
120,91,211,22052.226
121,91,212,21596.523
122,91,213,19654.194
123,91,214,19459.895
125,91,216,17823.799
127,91,218,18649.568
128,91,219,18583.223
130,91,221,20374.937
131,91,222,22064.361
132,91,223,22337.614
134,91,225,24356.64
135,91,226,26033.6
138,91,229,29896.848
139,91,230,32173.543
140,91,231,33424.338
141,91,232,35946.549
123,92,215,24889.312
124,92,216,23066.429
126,92,218,21894.655
127,92,219,23295.953
133,92,225,27372.001
134,92,226,27328.797
135,92,227,29045.034
136,92,228,29220.001
137,92,229,31210.62
138,92,230,31615.017
142,92,234,38144.959
126,93,219,29436.951
127,93,220,30475.022
129,93,222,31274.641
130,93,223,30658.583
131,93,224,32032.248
132,93,225,31618.098
134,93,227,32579.018
136,93,229,33801.378
137,93,230,35236.615
138,93,231,35623.686
140,93,233,37948.531
141,93,234,39954.806
143,93,236,43378.094
134,94,228,36107.809
135,94,229,37394.924
137,94,231,38308.577
138,94,232,38360.915
139,94,233,40051.836
141,94,235,42182.346
142,94,236,42901.508
144,94,238,46163.148
145,94,239,48588.22
146,94,240,50125.319
148,94,242,54716.876
144,95,239,49390.36
145,95,240,51510.11
147,95,242,55468.014
148,95,243,57175.005
137,96,233,47293.34
138,96,234,46722.411
141,96,237,49247.151
142,96,238,49445.203
143,96,239,51146.962
144,96,240,51724.222
145,96,241,53701.77
146,96,242,54803.699
147,96,243,57181.936
148,96,244,58451.835
151,96,247,65533.105
146,97,243,58689.629
147,97,244,60713.825
148,97,245,61813.776
149,97,246,63966.912
150,97,247,65489.521
151,97,248,68131.053
152,97,249,69846.333
139,98,237,57938.255
142,98,240,57988.719
147,98,245,63385.151
148,98,246,64090.228
150,98,248,67237.951
153,98,251,74134.981
147,99,246,67818.802
146,100,246,70191.187
148,100,248,71897.793
149,100,249,73519.143
150,100,250,74072.193
151,100,251,75958.808
152,100,252,76816.611
153,100,253,79345.549
154,100,254,80902.521
148,101,249,77180.952
149,101,250,78399.14
150,101,251,78966.749
154,101,255,84842.069
150,102,252,82871.37
151,102,253,84358.696
152,102,254,84723.312
154,102,256,87823.046
150,103,253,88523.471
152,104,256,94221.992
154,104,258,96344.338
152,105,257,100154.285
153,105,258,101507.703
154,106,260,106547.495
156,108,264,119563.165
157,108,265,120900.245
159,110,269,134834.671
