N,Z,A,Mass Excess (keV),A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,(N-Z)/A,N/Z,ZEO,NEO,Zshell_category,Nshell_category,deltaZ,deltaN,proton_particles,proton_holes,neutron_particles,neutron_holes,nu_Z,nu_N,promiscuity,neighbor_N_plus_1_exists,neighbor_N_minus_1_exists,neighbor_Z_plus_1_exists,neighbor_Z_minus_1_exists
49,37,86,-82747.003,19.483439808463515,301.76676540550477,1.6744186046511629,0.13953488372093023,1.3243243243243243,1,1,4,4,9.0,1.0,9.0,13.0,21.0,1.0,9.0,1.0,0.9,1,1,1,1
48,38,86,-84523.09977,19.483439808463515,318.5315857058106,1.1627906976744187,0.11627906976744186,1.263157894736842,0,0,4,4,10.0,2.0,10.0,12.0,20.0,2.0,10.0,2.0,1.6666666666666667,1,1,1,1
47,39,86,-79283.1,19.483439808463515,335.749509257476,0.7441860465116279,0.09302325581395349,1.205128205128205,1,1,4,4,11.0,3.0,11.0,11.0,19.0,3.0,11.0,3.0,2.357142857142857,1,1,1,1
46,40,86,-77969.023,19.483439808463515,353.4205360605011,0.4186046511627907,0.06976744186046512,1.15,0,0,4,4,10.0,4.0,12.0,10.0,18.0,4.0,10.0,4.0,2.857142857142857,1,1,1,1
45,41,86,-69134.061,19.483439808463515,371.54466611488573,0.18604651162790697,0.046511627906976744,1.0975609756097562,1,1,4,4,9.0,5.0,13.0,9.0,17.0,5.0,9.0,5.0,3.2142857142857144,1,1,1,1
44,42,86,-64110.927,19.483439808463515,390.12189942063003,0.046511627906976744,0.023255813953488372,1.0476190476190477,0,0,4,4,8.0,6.0,14.0,8.0,16.0,6.0,8.0,6.0,3.4285714285714284,1,1,1,1
54,33,87,-55617.914,19.63418302571681,238.3183594845627,5.068965517241379,0.2413793103448276,1.6363636363636365,1,0,4,5,5.0,4.0,5.0,17.0,4.0,28.0,5.0,4.0,2.2222222222222223,0,1,1,1
53,34,87,-66426.133,19.63418302571681,253.21325695234788,4.149425287356322,0.21839080459770116,1.5588235294117647,0,1,4,5,6.0,3.0,6.0,16.0,3.0,29.0,6.0,3.0,2.0,1,1,1,1
52,35,87,-73891.685,19.63418302571681,268.55951494945987,3.32183908045977,0.19540229885057472,1.4857142857142858,1,0,4,5,7.0,2.0,7.0,15.0,2.0,30.0,7.0,2.0,1.5555555555555556,1,1,1,1
51,36,87,-80709.531,19.63418302571681,284.35713347589865,2.586206896551724,0.1724137931034483,1.4166666666666667,0,1,4,5,8.0,1.0,8.0,14.0,1.0,31.0,8.0,1.0,0.8888888888888888,1,1,1,1
50,37,87,-84597.802,19.63418302571681,300.6061125316643,1.9425287356321839,0.14942528735632185,1.3513513513513513,1,0,4,5,9.0,0.0,9.0,13.0,0.0,0.0,9.0,0.0,0.0,1,1,1,1
49,38,87,-84880.07643,19.63418302571681,317.30645211675676,1.3908045977011494,0.12643678160919541,1.2894736842105263,0,1,4,4,10.0,1.0,10.0,12.0,21.0,1.0,10.0,1.0,0.9090909090909091,1,1,1,1
48,39,87,-83018.387,19.63418302571681,334.45815223117603,0.9310344827586207,0.10344827586206896,1.2307692307692308,1,0,4,4,11.0,2.0,11.0,11.0,20.0,2.0,11.0,2.0,1.6923076923076923,1,1,1,1
47,40,87,-79347.147,19.63418302571681,352.06121287492215,0.5632183908045977,0.08045977011494253,1.175,0,1,4,4,10.0,3.0,12.0,10.0,19.0,3.0,10.0,3.0,2.3076923076923075,1,1,1,1
46,41,87,-73874.493,19.63418302571681,370.1156340479951,0.28735632183908044,0.05747126436781609,1.1219512195121952,1,0,4,4,9.0,4.0,13.0,9.0,18.0,4.0,9.0,4.0,2.769230769230769,1,1,1,1
45,42,87,-66884.817,19.63418302571681,388.6214157503949,0.10344827586206896,0.034482758620689655,1.0714285714285714,0,1,4,4,8.0,5.0,14.0,8.0,17.0,5.0,8.0,5.0,3.076923076923077,1,1,1,1
44,43,87,-57690.052,19.63418302571681,407.5785579821214,0.011494252873563218,0.011494252873563218,1.0232558139534884,1,0,4,4,7.0,6.0,15.0,7.0,16.0,6.0,7.0,6.0,3.230769230769231,1,0,0,1
54,34,88,-63884.203,19.7843497729948,252.25045960568377,4.545454545454546,0.22727272727272727,1.588235294117647,0,0,4,5,6.0,4.0,6.0,16.0,4.0,28.0,6.0,4.0,2.4,1,1,1,1
53,35,88,-70715.967,19.7843497729948,267.5383662484525,3.6818181818181817,0.20454545454545456,1.5142857142857142,1,1,4,5,7.0,3.0,7.0,15.0,3.0,29.0,7.0,3.0,2.1,1,1,1,1
52,36,88,-79691.295,19.7843497729948,283.2759172042438,2.909090909090909,0.18181818181818182,1.4444444444444444,0,0,4,5,8.0,2.0,8.0,14.0,2.0,30.0,8.0,2.0,1.6,1,1,1,1
51,37,88,-82609.004,19.7843497729948,299.4631124730577,2.227272727272727,0.1590909090909091,1.3783783783783783,1,1,4,5,9.0,1.0,9.0,13.0,1.0,31.0,9.0,1.0,0.9,1,1,1,1
50,38,88,-87921.62876,19.7843497729948,316.0999520548943,1.6363636363636365,0.13636363636363635,1.3157894736842106,0,0,4,5,10.0,0.0,10.0,12.0,0.0,0.0,10.0,0.0,0.0,1,1,1,1
49,39,88,-84299.029,19.7843497729948,333.18643594975345,1.1363636363636365,0.11363636363636363,1.2564102564102564,1,1,4,4,11.0,1.0,11.0,11.0,21.0,1.0,11.0,1.0,0.9166666666666666,1,1,1,1
48,40,88,-83628.874,19.7843497729948,350.7225641576352,0.7272727272727273,0.09090909090909091,1.2,0,0,4,4,10.0,2.0,12.0,10.0,20.0,2.0,10.0,2.0,1.6666666666666667,1,1,1,1
47,41,88,-76171.555,19.7843497729948,368.7083366785396,0.4090909090909091,0.06818181818181818,1.146341463414634,1,1,4,4,9.0,3.0,13.0,9.0,19.0,3.0,9.0,3.0,2.25,1,1,1,1
46,42,88,-72686.553,19.7843497729948,387.14375351246656,0.18181818181818182,0.045454545454545456,1.0952380952380953,0,0,4,4,8.0,4.0,14.0,8.0,18.0,4.0,8.0,4.0,2.6666666666666665,1,1,1,1
45,43,88,-61670.301,19.7843497729948,406.0288146594161,0.045454545454545456,0.022727272727272728,1.0465116279069768,1,1,4,4,7.0,5.0,15.0,7.0,17.0,5.0,7.0,5.0,2.9166666666666665,1,1,0,1
55,34,89,-58992.398,19.93394876854618,251.30214065515526,4.955056179775281,0.23595505617977527,1.6176470588235294,0,1,4,5,6.0,5.0,6.0,16.0,5.0,27.0,6.0,5.0,2.727272727272727,1,1,1,0
54,35,89,-68274.271,19.93394876854618,266.53257342213436,4.056179775280899,0.21348314606741572,1.542857142857143,1,0,4,5,7.0,4.0,7.0,15.0,4.0,28.0,7.0,4.0,2.5454545454545454,1,1,1,1
53,36,89,-76535.795,19.93394876854618,282.21096009402464,3.247191011235955,0.19101123595505617,1.4722222222222223,0,1,4,5,8.0,3.0,8.0,14.0,3.0,29.0,8.0,3.0,2.1818181818181817,1,1,1,1
52,37,89,-81712.399,19.93394876854618,298.33730067082604,2.5280898876404496,0.16853932584269662,1.4054054054054055,1,0,4,5,9.0,2.0,9.0,13.0,2.0,30.0,9.0,2.0,1.6363636363636365,1,1,1,1
51,38,89,-86209.026,19.93394876854618,314.9115951525386,1.898876404494382,0.14606741573033707,1.3421052631578947,0,1,4,5,10.0,1.0,10.0,12.0,1.0,31.0,10.0,1.0,0.9090909090909091,1,1,1,1
50,39,89,-87711.202,19.93394876854618,331.9338435391623,1.3595505617977528,0.12359550561797752,1.2820512820512822,1,0,4,5,11.0,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,1,1,1,1
49,40,89,-84877.974,19.93394876854618,349.40404583069716,0.9101123595505618,0.10112359550561797,1.225,0,1,4,4,10.0,1.0,12.0,10.0,21.0,1.0,10.0,1.0,0.9090909090909091,1,1,1,1
48,41,89,-80625.755,19.93394876854618,367.32220202714313,0.550561797752809,0.07865168539325842,1.170731707317073,1,0,4,4,9.0,2.0,13.0,9.0,20.0,2.0,9.0,2.0,1.6363636363636365,1,1,1,1
47,42,89,-75014.944,19.93394876854618,385.6883121285003,0.2808988764044944,0.056179775280898875,1.119047619047619,0,1,4,4,8.0,3.0,14.0,8.0,19.0,3.0,8.0,3.0,2.1818181818181817,1,1,1,1
46,43,89,-67394.857,19.93394876854618,404.5023761347686,0.10112359550561797,0.033707865168539325,1.069767441860465,1,0,4,4,7.0,4.0,15.0,7.0,18.0,4.0,7.0,4.0,2.5454545454545454,1,1,1,1
56,34,90,-55800.223,20.08298850246508,250.36792333073143,5.377777777777778,0.24444444444444444,1.6470588235294117,0,0,4,5,6.0,6.0,6.0,16.0,6.0,26.0,6.0,6.0,3.0,1,1,1,0
55,35,90,-64000.306,20.08298850246508,265.5417368659273,4.444444444444445,0.2222222222222222,1.5714285714285714,1,1,4,5,7.0,5.0,7.0,15.0,5.0,27.0,7.0,5.0,2.9166666666666665,1,1,1,1
54,36,90,-74959.259,20.08298850246508,281.1618390345112,3.6,0.2,1.5,0,0,4,5,8.0,4.0,8.0,14.0,4.0,28.0,8.0,4.0,2.6666666666666665,1,1,1,1
53,37,90,-79365.573,20.08298850246508,297.2282298364833,2.8444444444444446,0.17777777777777778,1.4324324324324325,1,1,4,5,9.0,3.0,9.0,13.0,3.0,29.0,9.0,3.0,2.25,1,1,1,1
52,38,90,-85950.945,20.08298850246508,313.7409092718435,2.1777777777777776,0.15555555555555556,1.368421052631579,0,0,4,5,10.0,2.0,10.0,12.0,2.0,30.0,10.0,2.0,1.6666666666666667,1,1,1,1
51,39,90,-86496.912,20.08298850246508,330.6998773405918,1.6,0.13333333333333333,1.3076923076923077,1,1,4,5,11.0,1.0,11.0,11.0,1.0,31.0,11.0,1.0,0.9166666666666666,1,1,1,1
50,40,90,-88772.547,20.08298850246508,348.1051340427282,1.1111111111111112,0.1111111111111111,1.25,0,0,4,5,10.0,0.0,12.0,10.0,0.0,0.0,10.0,0.0,0.0,1,1,1,1
49,41,90,-82661.531,20.08298850246508,365.9566793782527,0.7111111111111111,0.08888888888888889,1.1951219512195121,1,1,4,4,9.0,1.0,13.0,9.0,21.0,1.0,9.0,1.0,0.9,1,1,1,1
48,42,90,-80172.514,20.08298850246508,384.25451334716536,0.4,0.06666666666666667,1.1428571428571428,0,0,4,4,8.0,2.0,14.0,8.0,20.0,2.0,8.0,2.0,1.6,1,1,1,1
47,43,90,-70724.696,20.08298850246508,402.9986359494661,0.17777777777777778,0.044444444444444446,1.0930232558139534,1,1,4,4,7.0,3.0,15.0,7.0,19.0,3.0,7.0,3.0,2.1,1,1,1,1
46,44,90,-64883.801,20.08298850246508,422.18904718515495,0.044444444444444446,0.022222222222222223,1.0454545454545454,0,0,4,4,6.0,4.0,16.0,6.0,18.0,4.0,6.0,4.0,2.4,1,0,0,1
57,34,91,-50580.13,20.231477245126285,249.447444714634,5.813186813186813,0.25274725274725274,1.6764705882352942,0,1,4,5,6.0,7.0,6.0,16.0,7.0,25.0,6.0,7.0,3.230769230769231,0,1,1,0
56,35,91,-61107.301,20.231477245126285,264.5654716670361,4.846153846153846,0.23076923076923078,1.6,1,0,4,5,7.0,6.0,7.0,15.0,6.0,26.0,7.0,6.0,3.230769230769231,1,1,1,1
55,36,91,-70973.974,20.231477245126285,280.12814647097935,3.967032967032967,0.2087912087912088,1.5277777777777777,0,1,4,5,8.0,5.0,8.0,14.0,5.0,27.0,8.0,5.0,3.076923076923077,1,1,1,1
54,37,91,-77745.049,20.231477245126285,296.1354691264639,3.1758241758241756,0.18681318681318682,1.4594594594594594,1,0,4,5,9.0,4.0,9.0,13.0,4.0,28.0,9.0,4.0,2.769230769230769,1,1,1,1
53,38,91,-83651.95,20.231477245126285,312.5874396334897,2.4725274725274726,0.16483516483516483,1.394736842105263,0,1,4,5,10.0,3.0,10.0,12.0,3.0,29.0,10.0,3.0,2.3076923076923075,1,1,1,1
52,39,91,-86351.321,20.231477245126285,329.4840579920567,1.8571428571428572,0.14285714285714285,1.3333333333333333,1,0,4,5,11.0,2.0,11.0,11.0,2.0,30.0,11.0,2.0,1.6923076923076923,1,1,1,1
51,40,91,-87895.592,20.231477245126285,346.82532420216495,1.3296703296703296,0.12087912087912088,1.275,0,1,4,5,10.0,1.0,12.0,10.0,1.0,31.0,10.0,1.0,0.9090909090909091,1,1,1,1
50,41,91,-86638.028,20.231477245126285,364.6112382638144,0.8901098901098901,0.0989010989010989,1.2195121951219512,1,0,4,5,9.0,0.0,13.0,9.0,0.0,0.0,9.0,0.0,0.0,1,1,1,1
49,42,91,-82208.834,20.231477245126285,382.84180017700515,0.5384615384615384,0.07692307692307693,1.1666666666666667,0,1,4,4,8.0,1.0,14.0,8.0,21.0,1.0,8.0,1.0,0.8888888888888888,1,1,1,1
48,43,91,-75986.657,20.231477245126285,401.5170099417371,0.27472527472527475,0.054945054945054944,1.1162790697674418,1,0,4,4,7.0,2.0,15.0,7.0,20.0,2.0,7.0,2.0,1.5555555555555556,1,1,1,1
47,44,91,-68239.833,20.231477245126285,420.6368675580103,0.0989010989010989,0.03296703296703297,1.0681818181818181,0,1,4,4,6.0,3.0,16.0,6.0,19.0,3.0,6.0,3.0,2.0,1,1,1,1
57,35,92,-56232.812,20.379423055219398,263.60340690990313,5.260869565217392,0.2391304347826087,1.6285714285714286,1,1,4,5,7.0,7.0,7.0,15.0,7.0,25.0,7.0,7.0,3.5,1,1,1,1
56,36,92,-68769.329,20.379423055219398,279.1094896693092,4.3478260869565215,0.21739130434782608,1.5555555555555556,0,0,4,5,8.0,6.0,8.0,14.0,6.0,26.0,8.0,6.0,3.4285714285714284,1,1,1,1
55,37,92,-74772.45,20.379423055219398,295.05860336469834,3.5217391304347827,0.1956521739130435,1.4864864864864864,1,1,4,5,9.0,5.0,9.0,13.0,5.0,27.0,9.0,5.0,3.2142857142857144,1,1,1,1
54,38,92,-82867.371,20.379423055219398,311.45074799607045,2.782608695652174,0.17391304347826086,1.4210526315789473,0,0,4,5,10.0,4.0,10.0,12.0,4.0,28.0,10.0,4.0,2.857142857142857,1,1,1,1
53,39,92,-84816.494,20.379423055219398,328.2859235634256,2.130434782608696,0.15217391304347827,1.358974358974359,1,1,4,5,11.0,3.0,11.0,11.0,3.0,29.0,11.0,3.0,2.357142857142857,1,1,1,1
52,40,92,-88459.024,20.379423055219398,345.56413006676377,1.565217391304348,0.13043478260869565,1.3,0,0,4,5,10.0,2.0,12.0,10.0,2.0,30.0,10.0,2.0,1.6666666666666667,1,1,1,1
51,41,92,-86453.29,20.379423055219398,363.28536750608504,1.0869565217391304,0.10869565217391304,1.2439024390243902,1,1,4,5,9.0,1.0,13.0,9.0,1.0,31.0,9.0,1.0,0.9,1,1,1,1
50,42,92,-86808.587,20.379423055219398,381.44963588138927,0.6956521739130435,0.08695652173913043,1.1904761904761905,0,0,4,5,8.0,0.0,14.0,8.0,0.0,0.0,8.0,0.0,0.0,1,1,1,1
49,43,92,-78925.703,20.379423055219398,400.0569351926765,0.391304347826087,0.06521739130434782,1.1395348837209303,1,1,4,4,7.0,1.0,15.0,7.0,21.0,1.0,7.0,1.0,0.875,1,1,1,1
48,44,92,-74301.211,20.379423055219398,419.10726543994684,0.17391304347826086,0.043478260869565216,1.0909090909090908,0,0,4,4,6.0,2.0,16.0,6.0,20.0,2.0,6.0,2.0,1.5,1,1,1,1
47,45,92,-62999.095,20.379423055219398,438.6006266232002,0.043478260869565216,0.021739130434782608,1.0444444444444445,1,1,4,4,5.0,3.0,17.0,5.0,19.0,3.0,5.0,3.0,1.875,1,0,0,1
58,35,93,-52890.235,20.526833787405323,262.6551850216381,5.688172043010753,0.24731182795698925,1.6571428571428573,1,0,4,5,7.0,8.0,7.0,15.0,8.0,24.0,7.0,8.0,3.7333333333333334,0,1,1,0
57,36,93,-64136.002,20.526833787405323,278.1054900229109,4.741935483870968,0.22580645161290322,1.5833333333333333,0,1,4,5,8.0,7.0,8.0,14.0,7.0,25.0,8.0,7.0,3.7333333333333334,1,1,1,1
56,37,93,-72619.9,20.526833787405323,293.99723230993436,3.881720430107527,0.20430107526881722,1.5135135135135136,1,0,4,5,9.0,6.0,9.0,13.0,6.0,26.0,9.0,6.0,3.6,1,1,1,1
55,38,93,-80085.844,20.526833787405323,310.3304118827085,3.10752688172043,0.1827956989247312,1.4473684210526316,0,1,4,5,10.0,5.0,10.0,12.0,5.0,27.0,10.0,5.0,3.3333333333333335,1,1,1,1
54,39,93,-84227.155,20.526833787405323,327.1050287412333,2.4193548387096775,0.16129032258064516,1.3846153846153846,1,0,4,5,11.0,4.0,11.0,11.0,4.0,28.0,11.0,4.0,2.933333333333333,1,1,1,1
53,40,93,-87122.028,20.526833787405323,344.3210828855087,1.8172043010752688,0.13978494623655913,1.325,0,1,4,5,10.0,3.0,12.0,10.0,3.0,29.0,10.0,3.0,2.3076923076923075,1,1,1,1
52,41,93,-87212.84,20.526833787405323,361.97857431553484,1.3010752688172043,0.11827956989247312,1.2682926829268293,1,0,4,5,9.0,2.0,13.0,9.0,2.0,30.0,9.0,2.0,1.6363636363636365,1,1,1,1
51,42,93,-86807.079,20.526833787405323,380.07750303131155,0.8709677419354839,0.0967741935483871,1.2142857142857142,0,1,4,5,8.0,1.0,14.0,8.0,1.0,31.0,8.0,1.0,0.8888888888888888,1,1,1,1
50,43,93,-83606.116,20.526833787405323,398.61786903283894,0.5268817204301075,0.07526881720430108,1.1627906976744187,1,0,4,5,7.0,0.0,15.0,7.0,0.0,0.0,7.0,0.0,0.0,1,1,1,1
49,44,93,-77216.723,20.526833787405323,417.599672320117,0.26881720430107525,0.053763440860215055,1.1136363636363635,0,1,4,4,6.0,1.0,16.0,6.0,21.0,1.0,6.0,1.0,0.8571428571428571,1,1,1,1
48,45,93,-69011.81,20.526833787405323,437.0229128931457,0.0967741935483871,0.03225806451612903,1.0666666666666667,1,0,4,4,5.0,2.0,17.0,5.0,20.0,2.0,5.0,2.0,1.4285714285714286,1,1,1,1
58,36,94,-61347.78,20.673717099616514,277.115782399115,5.148936170212766,0.23404255319148937,1.6111111111111112,0,0,4,5,8.0,8.0,8.0,14.0,8.0,24.0,8.0,8.0,4.0,1,1,1,1
57,37,94,-68562.791,20.673717099616514,292.9509699647787,4.25531914893617,0.2127659574468085,1.5405405405405406,1,1,4,5,9.0,7.0,9.0,13.0,7.0,25.0,9.0,7.0,3.9375,1,1,1,1
56,38,94,-78845.721,20.673717099616514,309.22602385171086,3.4468085106382977,0.19148936170212766,1.4736842105263157,0,0,4,5,10.0,6.0,10.0,12.0,6.0,26.0,10.0,6.0,3.75,1,1,1,1
55,39,94,-82351.473,20.673717099616514,325.94094405991143,2.723404255319149,0.1702127659574468,1.4102564102564104,1,1,4,5,11.0,5.0,11.0,11.0,5.0,27.0,11.0,5.0,3.4375,1,1,1,1
54,40,94,-87269.332,20.673717099616514,343.0957305893805,2.0851063829787235,0.14893617021276595,1.35,0,0,4,5,10.0,4.0,12.0,10.0,4.0,28.0,10.0,4.0,2.857142857142857,1,1,1,1
53,41,94,-86369.063,20.673717099616514,360.69038344011796,1.5319148936170213,0.1276595744680851,1.2926829268292683,1,1,4,5,9.0,3.0,13.0,9.0,3.0,29.0,9.0,3.0,2.25,1,1,1,1
52,42,94,-88414.079,20.673717099616514,378.72490261212386,1.0638297872340425,0.10638297872340426,1.2380952380952381,0,0,4,5,8.0,2.0,14.0,8.0,2.0,30.0,8.0,2.0,1.6,1,1,1,1
51,43,94,-84158.332,20.673717099616514,397.1992881053982,0.6808510638297872,0.0851063829787234,1.186046511627907,1,1,4,5,7.0,1.0,15.0,7.0,1.0,31.0,7.0,1.0,0.875,1,1,1,1
50,44,94,-82583.602,20.673717099616514,416.11353991994093,0.3829787234042553,0.06382978723404255,1.1363636363636365,0,0,4,5,6.0,0.0,16.0,6.0,0.0,0.0,6.0,0.0,0.0,1,1,1,1
49,45,94,-72907.623,20.673717099616514,435.46765805575217,0.1702127659574468,0.0425531914893617,1.0888888888888888,1,1,4,4,5.0,1.0,17.0,5.0,21.0,1.0,5.0,1.0,0.8333333333333334,1,1,1,1
48,46,94,-66102.281,20.673717099616514,455.26164251283177,0.0425531914893617,0.02127659574468085,1.0434782608695652,0,0,4,4,4.0,2.0,18.0,4.0,20.0,2.0,4.0,2.0,1.3333333333333333,1,0,0,1
59,36,95,-56158.92,20.820080460021323,276.1400145223881,5.568421052631579,0.24210526315789474,1.6388888888888888,0,1,4,5,8.0,9.0,8.0,14.0,9.0,23.0,8.0,9.0,4.235294117647059,1,1,1,0
58,37,95,-65890.307,20.820080460021323,291.9194439236675,4.6421052631578945,0.22105263157894736,1.5675675675675675,1,0,4,5,9.0,8.0,9.0,13.0,8.0,24.0,9.0,8.0,4.235294117647059,1,1,1,1
57,38,95,-75117.284,20.820080460021323,308.13719080831567,3.8,0.2,1.5,0,1,4,5,10.0,7.0,10.0,12.0,7.0,25.0,10.0,7.0,4.117647058823529,1,1,1,1
56,39,95,-81207.937,20.820080460021323,324.7932551763327,3.042105263157895,0.17894736842105263,1.435897435897436,1,0,4,5,11.0,6.0,11.0,11.0,6.0,26.0,11.0,6.0,3.8823529411764706,1,1,1,1
55,40,95,-85659.94,20.820080460021323,341.88763702771865,2.3684210526315788,0.15789473684210525,1.375,0,1,4,5,10.0,5.0,12.0,10.0,5.0,27.0,10.0,5.0,3.3333333333333335,1,1,1,1
54,41,95,-86786.272,20.820080460021323,359.42033636247345,1.7789473684210526,0.1368421052631579,1.3170731707317074,1,0,4,5,9.0,4.0,13.0,9.0,4.0,28.0,9.0,4.0,2.769230769230769,1,1,1,1
53,42,95,-87711.872,20.820080460021323,377.3913531805971,1.2736842105263158,0.11578947368421053,1.2619047619047619,0,1,4,5,8.0,3.0,14.0,8.0,3.0,29.0,8.0,3.0,2.1818181818181817,1,1,1,1
52,43,95,-86021.355,20.820080460021323,395.80068748208964,0.8526315789473684,0.09473684210526316,1.2093023255813953,1,0,4,5,7.0,2.0,15.0,7.0,2.0,30.0,7.0,2.0,1.5555555555555556,1,1,1,1
51,44,95,-83457.759,20.820080460021323,414.6483392669511,0.5157894736842106,0.07368421052631578,1.1590909090909092,0,1,4,5,6.0,1.0,16.0,6.0,1.0,31.0,6.0,1.0,0.8571428571428571,1,1,1,1
50,45,95,-78340.616,20.820080460021323,433.93430853518134,0.2631578947368421,0.05263157894736842,1.1111111111111112,1,0,4,5,5.0,0.0,17.0,5.0,0.0,0.0,5.0,0.0,0.0,1,1,1,1
49,46,95,-69965.913,20.820080460021323,453.6585952867805,0.09473684210526316,0.031578947368421054,1.065217391304348,0,1,4,4,4.0,1.0,18.0,4.0,21.0,1.0,4.0,1.0,0.8,1,1,1,1
60,36,96,-53081.682,20.965931153671168,275.17784639193417,6.0,0.25,1.6666666666666667,0,0,4,5,8.0,10.0,8.0,14.0,10.0,22.0,8.0,10.0,4.444444444444445,1,1,1,0
59,37,96,-61354.351,20.965931153671168,290.9022947571875,5.041666666666667,0.22916666666666666,1.5945945945945945,1,1,4,5,9.0,9.0,9.0,13.0,9.0,23.0,9.0,9.0,4.5,1,1,1,1
58,38,96,-72918.248,20.965931153671168,307.06353335480907,4.166666666666667,0.20833333333333334,1.5263157894736843,0,0,4,5,10.0,8.0,10.0,12.0,8.0,24.0,10.0,8.0,4.444444444444445,1,1,1,1
57,39,96,-78329.986,20.965931153671168,323.66156218479875,3.375,0.1875,1.4615384615384615,1,1,4,5,11.0,7.0,11.0,11.0,7.0,25.0,11.0,7.0,4.277777777777778,1,1,1,1
56,40,96,-85438.86,20.965931153671168,340.6963812471566,2.6666666666666665,0.16666666666666666,1.4,0,0,4,5,10.0,6.0,12.0,10.0,6.0,26.0,10.0,6.0,3.75,1,1,1,1
55,41,96,-85602.83,20.965931153671168,358.16799054188255,2.0416666666666665,0.14583333333333334,1.3414634146341464,1,1,4,5,9.0,5.0,13.0,9.0,5.0,27.0,9.0,5.0,3.2142857142857144,1,1,1,1
54,42,96,-88794.889,20.965931153671168,376.07639006897665,1.5,0.125,1.2857142857142858,0,0,4,5,8.0,4.0,14.0,8.0,4.0,28.0,8.0,4.0,2.6666666666666665,1,1,1,1
53,43,96,-85821.648,20.965931153671168,394.42157982843895,1.0416666666666667,0.10416666666666667,1.2325581395348837,1,1,4,5,7.0,3.0,15.0,7.0,3.0,29.0,7.0,3.0,2.1,1,1,1,1
52,44,96,-86080.385,20.965931153671168,413.2035598202694,0.6666666666666666,0.08333333333333333,1.1818181818181819,0,0,4,5,6.0,2.0,16.0,6.0,2.0,30.0,6.0,2.0,1.5,1,1,1,1
51,45,96,-79687.732,20.965931153671168,432.4223300444679,0.375,0.0625,1.1333333333333333,1,1,4,5,5.0,1.0,17.0,5.0,1.0,31.0,5.0,1.0,0.8333333333333334,1,1,1,1
50,46,96,-76183.42,20.965931153671168,452.0778905010347,0.16666666666666666,0.041666666666666664,1.0869565217391304,0,0,4,5,4.0,0.0,18.0,4.0,0.0,0.0,4.0,0.0,0.0,1,1,1,1
49,47,96,-64511.645,20.965931153671168,472.17024118996954,0.041666666666666664,0.020833333333333332,1.0425531914893618,1,1,4,4,3.0,1.0,19.0,3.0,21.0,1.0,3.0,1.0,0.75,1,0,0,1
61,36,97,-47423.499,21.111276288848163,274.22894973142985,6.443298969072165,0.25773195876288657,1.6944444444444444,0,1,4,5,8.0,11.0,8.0,14.0,11.0,21.0,8.0,11.0,4.631578947368421,0,1,1,0
60,37,97,-58519.145,21.111276288848163,289.8991754303687,5.453608247422681,0.23711340206185566,1.6216216216216217,1,0,4,5,9.0,10.0,9.0,13.0,10.0,22.0,9.0,10.0,4.7368421052631575,1,1,1,1
59,38,97,-68580.674,21.111276288848163,306.0046851765003,4.546391752577319,0.21649484536082475,1.5526315789473684,0,1,4,5,10.0,9.0,10.0,12.0,9.0,23.0,10.0,9.0,4.7368421052631575,1,1,1,1
58,39,97,-76115.455,21.111276288848163,322.5454789698246,3.7216494845360826,0.1958762886597938,1.4871794871794872,1,0,4,5,11.0,8.0,11.0,11.0,8.0,24.0,11.0,8.0,4.631578947368421,1,1,0,1
57,40,97,-82936.693,21.111276288848163,339.5215568103417,2.979381443298969,0.17525773195876287,1.425,0,1,4,5,10.0,7.0,12.0,10.0,7.0,25.0,10.0,7.0,4.117647058823529,0,1,1,1
56,41,97,-85602.797,21.111276288848163,356.93291869805154,2.3195876288659796,0.15463917525773196,1.3658536585365855,1,0,4,5,9.0,6.0,13.0,9.0,6.0,26.0,9.0,6.0,3.6,1,1,1,1
55,42,97,-87544.7,21.111276288848163,374.7795646329541,1.7422680412371134,0.13402061855670103,1.3095238095238095,0,1,4,5,8.0,5.0,14.0,8.0,5.0,27.0,8.0,5.0,3.076923076923077,1,1,1,1
54,43,97,-87224.436,21.111276288848163,393.0614946150494,1.2474226804123711,0.1134020618556701,1.255813953488372,1,0,4,5,7.0,4.0,15.0,7.0,4.0,28.0,7.0,4.0,2.5454545454545454,1,1,1,1
53,44,97,-86120.564,21.111276288848163,411.7787086443375,0.8350515463917526,0.09278350515463918,1.2045454545454546,0,1,4,5,6.0,3.0,16.0,6.0,3.0,29.0,6.0,3.0,2.0,1,1,1,1
52,45,97,-82597.564,21.111276288848163,430.9312067208183,0.5051546391752577,0.07216494845360824,1.1555555555555554,1,0,4,5,5.0,2.0,17.0,5.0,2.0,30.0,5.0,2.0,1.4285714285714286,1,1,1,1
51,46,97,-77805.852,21.111276288848163,450.51898884449184,0.25773195876288657,0.05154639175257732,1.108695652173913,0,1,4,5,4.0,1.0,18.0,4.0,1.0,31.0,4.0,1.0,0.8,1,1,1,1
50,47,97,-70904.027,21.111276288848163,470.5420550153582,0.09278350515463918,0.030927835051546393,1.0638297872340425,1,0,4,5,3.0,0.0,19.0,3.0,0.0,0.0,3.0,0.0,0.0,1,1,1,1
