N,Z,A,Mass Excess (keV),A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,(N-Z)/A,N/Z,ZEO,NEO,Zshell_category,Nshell_category,deltaZ,deltaN,proton_particles,proton_holes,neutron_particles,neutron_holes,nu_Z,nu_N,promiscuity,neighbor_N_plus_1_exists,neighbor_N_minus_1_exists,neighbor_Z_plus_1_exists,neighbor_Z_minus_1_exists
75,52,127,-88280.497,25.26596056564665,527.601003307834,4.165354330708661,0.18110236220472442,1.4423076923076923,0,1,5,5,2.0,7.0,2.0,30.0,25.0,7.0,2.0,7.0,1.5555555555555556,1,1,1,1
74,53,127,-88983.217,25.26596056564665,548.2912387316708,3.47244094488189,0.16535433070866143,1.3962264150943395,1,0,5,5,3.0,8.0,3.0,29.0,24.0,8.0,3.0,8.0,2.1818181818181817,1,1,1,1
73,54,127,-88320.883,25.26596056564665,569.3793632982735,2.84251968503937,0.14960629921259844,1.3518518518518519,0,1,5,5,4.0,9.0,4.0,28.0,23.0,9.0,4.0,9.0,2.769230769230769,1,1,1,1
72,55,127,-86240.027,25.26596056564665,590.8653770076422,2.2755905511811023,0.13385826771653545,1.309090909090909,1,0,5,5,5.0,10.0,5.0,27.0,22.0,10.0,5.0,10.0,3.3333333333333335,1,1,1,1
71,56,127,-82817.955,25.26596056564665,612.7492798597772,1.7716535433070866,0.11811023622047244,1.2678571428571428,0,1,5,5,6.0,11.0,6.0,26.0,21.0,11.0,6.0,11.0,3.8823529411764706,1,1,1,1
70,57,127,-77896.116,25.26596056564665,635.0310718546781,1.330708661417323,0.10236220472440945,1.2280701754385965,1,0,5,5,7.0,12.0,7.0,25.0,20.0,12.0,7.0,12.0,4.421052631578948,1,1,1,1
69,58,127,-71979.344,25.26596056564665,657.7107529923452,0.952755905511811,0.08661417322834646,1.1896551724137931,0,1,5,5,8.0,13.0,8.0,24.0,19.0,13.0,8.0,13.0,4.9523809523809526,1,1,1,1
80,48,128,-67238.245,25.398416831491186,447.6470966550323,8.0,0.25,1.6666666666666667,0,0,4,5,2.0,2.0,20.0,2.0,30.0,2.0,2.0,2.0,1.0,1,1,1,0
79,49,128,-74190.117,25.398416831491186,466.69590927865073,7.03125,0.234375,1.6122448979591837,1,1,4,5,1.0,3.0,21.0,1.0,29.0,3.0,1.0,3.0,0.75,1,1,1,1
78,50,128,-83361.43,25.398416831491186,486.14157216526115,6.125,0.21875,1.56,0,0,5,5,0.0,4.0,0.0,0.0,28.0,4.0,0.0,4.0,0.0,1,1,1,1
77,51,128,-84629.852,25.398416831491186,505.98408531486365,5.28125,0.203125,1.5098039215686274,1,1,5,5,1.0,5.0,1.0,31.0,27.0,5.0,1.0,5.0,0.8333333333333334,1,1,1,1
76,52,128,-88993.794,25.398416831491186,526.2234487274582,4.5,0.1875,1.4615384615384615,0,0,5,5,2.0,6.0,2.0,30.0,26.0,6.0,2.0,6.0,1.5,1,1,1,1
75,53,128,-87738.03,25.398416831491186,546.8596624030448,3.78125,0.171875,1.4150943396226414,1,1,5,5,3.0,7.0,3.0,29.0,25.0,7.0,3.0,7.0,2.1,1,1,1,1
74,54,128,-89860.53427,25.398416831491186,567.8927263416234,3.125,0.15625,1.3703703703703705,0,0,5,5,4.0,8.0,4.0,28.0,24.0,8.0,4.0,8.0,2.6666666666666665,1,1,1,1
73,55,128,-85931.773,25.398416831491186,589.3226405431941,2.53125,0.140625,1.3272727272727274,1,1,5,5,5.0,9.0,5.0,27.0,23.0,9.0,5.0,9.0,3.2142857142857144,1,1,1,1
72,56,128,-85369.156,25.398416831491186,611.1494050077569,2.0,0.125,1.2857142857142858,0,0,5,5,6.0,10.0,6.0,26.0,22.0,10.0,6.0,10.0,3.75,1,1,1,1
71,57,128,-78625.439,25.398416831491186,633.3730197353117,1.53125,0.109375,1.2456140350877194,1,1,5,5,7.0,11.0,7.0,25.0,21.0,11.0,7.0,11.0,4.277777777777778,1,1,1,1
70,58,128,-75533.925,25.398416831491186,655.9934847258585,1.125,0.09375,1.206896551724138,0,0,5,5,8.0,12.0,8.0,24.0,20.0,12.0,8.0,12.0,4.8,1,1,1,1
69,59,128,-66330.764,25.398416831491186,679.0107999793975,0.78125,0.078125,1.1694915254237288,1,1,5,5,9.0,13.0,9.0,23.0,19.0,13.0,9.0,13.0,5.318181818181818,1,0,0,1
81,48,129,-63122.142,25.530528603808893,446.4873839549836,8.44186046511628,0.2558139534883721,1.6875,0,1,4,5,2.0,1.0,20.0,2.0,31.0,1.0,2.0,1.0,0.6666666666666666,1,1,1,0
80,49,129,-72834.889,25.530528603808893,465.48684710200416,7.449612403100775,0.24031007751937986,1.6326530612244898,1,0,4,5,1.0,2.0,21.0,1.0,30.0,2.0,1.0,2.0,0.6666666666666666,1,1,1,1
79,50,129,-80590.597,25.530528603808893,484.88213239792105,6.51937984496124,0.2248062015503876,1.58,0,1,5,5,0.0,3.0,0.0,0.0,29.0,3.0,0.0,3.0,0.0,1,1,1,1
78,51,129,-84629.384,25.530528603808893,504.6732398427341,5.651162790697675,0.20930232558139536,1.5294117647058822,1,0,5,5,1.0,4.0,1.0,31.0,28.0,4.0,1.0,4.0,0.8,1,1,1,1
77,52,129,-87004.884,25.530528603808893,524.8601694364435,4.844961240310077,0.1937984496124031,1.4807692307692308,0,1,5,5,2.0,5.0,2.0,30.0,27.0,5.0,2.0,5.0,1.4285714285714286,1,1,1,1
76,53,129,-88507.176,25.530528603808893,545.4429211790491,4.10077519379845,0.17829457364341086,1.4339622641509433,1,0,5,5,3.0,6.0,3.0,29.0,26.0,6.0,3.0,6.0,2.0,1,1,1,1
75,54,129,-88696.06975,25.530528603808893,566.421495070551,3.4186046511627906,0.16279069767441862,1.3888888888888888,0,1,5,5,4.0,7.0,4.0,28.0,25.0,7.0,4.0,7.0,2.5454545454545454,1,1,1,1
74,55,129,-87499.05,25.530528603808893,587.7958911109491,2.798449612403101,0.14728682170542637,1.3454545454545455,1,0,5,5,5.0,8.0,5.0,27.0,24.0,8.0,5.0,8.0,3.076923076923077,1,1,1,1
73,56,129,-85060.866,25.530528603808893,609.5661093002436,2.24031007751938,0.13178294573643412,1.3035714285714286,0,1,5,5,6.0,9.0,6.0,26.0,23.0,9.0,6.0,9.0,3.6,1,1,1,1
72,57,129,-81323.541,25.530528603808893,631.7321496384343,1.744186046511628,0.11627906976744186,1.263157894736842,1,0,5,5,7.0,10.0,7.0,25.0,22.0,10.0,7.0,10.0,4.117647058823529,1,1,1,1
71,58,129,-76287.504,25.530528603808893,654.2940121255212,1.310077519379845,0.10077519379844961,1.2241379310344827,0,1,5,5,8.0,11.0,8.0,24.0,21.0,11.0,8.0,11.0,4.631578947368421,1,1,1,1
70,59,129,-69773.566,25.530528603808893,677.2516967615044,0.937984496124031,0.08527131782945736,1.1864406779661016,1,0,5,5,9.0,12.0,9.0,23.0,20.0,12.0,9.0,12.0,5.142857142857143,1,1,1,1
82,48,130,-61117.597,25.66229943873142,445.33959641367767,8.892307692307693,0.26153846153846155,1.7083333333333333,0,0,4,6,2.0,0.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,1,1,1,0
81,49,130,-69906.53,25.66229943873142,464.290217537664,7.876923076923077,0.24615384615384617,1.653061224489796,1,1,4,5,1.0,1.0,21.0,1.0,31.0,1.0,1.0,1.0,0.5,1,1,1,1
80,50,130,-80132.217,25.66229943873142,483.6356432684,6.923076923076923,0.23076923076923078,1.6,0,0,5,5,0.0,2.0,0.0,0.0,30.0,2.0,0.0,2.0,0.0,1,1,1,1
79,51,130,-82285.687,25.66229943873142,503.37587360588566,6.030769230769231,0.2153846153846154,1.5490196078431373,1,1,5,5,1.0,3.0,1.0,31.0,29.0,3.0,1.0,3.0,0.75,1,1,1,1
78,52,130,-87352.96,25.66229943873142,523.5109085501211,5.2,0.2,1.5,0,0,5,5,2.0,4.0,2.0,30.0,28.0,4.0,2.0,4.0,1.3333333333333333,1,1,1,1
77,53,130,-86936.188,25.66229943873142,544.0407481011063,4.430769230769231,0.18461538461538463,1.4528301886792452,1,1,5,5,3.0,5.0,3.0,29.0,27.0,5.0,3.0,5.0,1.875,1,1,1,1
76,54,130,-89880.474,25.66229943873142,564.9653922588411,3.723076923076923,0.16923076923076924,1.4074074074074074,0,0,5,5,4.0,6.0,4.0,28.0,26.0,6.0,4.0,6.0,2.4,1,1,1,1
75,55,130,-86899.754,25.66229943873142,586.2848410233256,3.076923076923077,0.15384615384615385,1.3636363636363635,1,1,5,5,5.0,7.0,5.0,27.0,25.0,7.0,5.0,7.0,2.9166666666666665,1,1,1,1
74,56,130,-87256.776,25.66229943873142,607.99909439456,2.4923076923076923,0.13846153846153847,1.3214285714285714,0,0,5,5,6.0,8.0,6.0,26.0,24.0,8.0,6.0,8.0,3.4285714285714284,1,1,1,1
73,57,130,-81627.374,25.66229943873142,630.1081523725439,1.9692307692307693,0.12307692307692308,1.280701754385965,1,1,5,5,7.0,9.0,7.0,25.0,23.0,9.0,7.0,9.0,3.9375,1,1,1,1
72,58,130,-79422.913,25.66229943873142,652.6120149572777,1.5076923076923077,0.1076923076923077,1.2413793103448276,0,0,5,5,8.0,10.0,8.0,24.0,22.0,10.0,8.0,10.0,4.444444444444445,1,1,1,1
71,59,130,-71175.464,25.66229943873142,675.510682148761,1.1076923076923078,0.09230769230769231,1.2033898305084745,1,1,5,5,9.0,11.0,9.0,23.0,21.0,11.0,9.0,11.0,4.95,1,1,1,1
70,60,130,-66596.239,25.66229943873142,698.8041539469942,0.7692307692307693,0.07692307692307693,1.1666666666666667,0,0,5,5,10.0,12.0,10.0,22.0,20.0,12.0,10.0,12.0,5.454545454545454,1,0,0,1
83,48,131,-55211.76,25.79373282864238,444.2035210795208,9.351145038167939,0.26717557251908397,1.7291666666666667,0,1,4,6,2.0,1.0,20.0,2.0,1.0,43.0,2.0,1.0,0.6666666666666666,0,1,1,0
82,49,131,-68024.369,25.79373282864238,463.10579857226634,8.312977099236642,0.25190839694656486,1.6734693877551021,1,0,4,6,1.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1
81,50,131,-77264.579,25.79373282864238,482.40187351277746,7.33587786259542,0.2366412213740458,1.62,0,1,5,5,0.0,1.0,0.0,0.0,31.0,1.0,0.0,1.0,0.0,1,1,1,1
80,51,131,-81981.412,25.79373282864238,502.0917459010541,6.419847328244275,0.22137404580152673,1.5686274509803921,1,0,5,5,1.0,2.0,1.0,31.0,30.0,2.0,1.0,2.0,0.6666666666666666,1,1,1,1
79,52,131,-85211.022,25.79373282864238,522.1754157370963,5.564885496183206,0.20610687022900764,1.5192307692307692,0,1,5,5,2.0,3.0,2.0,30.0,29.0,3.0,2.0,3.0,1.2,1,1,1,1
78,53,131,-87442.727,25.79373282864238,542.6528830209039,4.770992366412214,0.19083969465648856,1.471698113207547,1,0,5,5,3.0,4.0,3.0,29.0,28.0,4.0,3.0,4.0,1.7142857142857142,1,1,1,1
77,54,131,-88413.57492,25.79373282864238,563.5241477524772,4.038167938931298,0.17557251908396945,1.4259259259259258,0,1,5,5,4.0,5.0,4.0,28.0,27.0,5.0,4.0,5.0,2.2222222222222223,1,1,1,1
76,55,131,-88055.574,25.79373282864238,584.7892099318159,3.366412213740458,0.16030534351145037,1.3818181818181818,1,0,5,5,5.0,6.0,5.0,27.0,26.0,6.0,5.0,6.0,2.727272727272727,1,1,1,1
75,56,131,-86678.958,25.79373282864238,606.4480695589202,2.7557251908396947,0.1450381679389313,1.3392857142857142,0,1,5,5,6.0,7.0,6.0,26.0,25.0,7.0,6.0,7.0,3.230769230769231,1,1,1,1
74,57,131,-83769.265,25.79373282864238,628.50072663379,2.2061068702290076,0.1297709923664122,1.2982456140350878,1,0,5,5,7.0,8.0,7.0,25.0,24.0,8.0,7.0,8.0,3.7333333333333334,1,1,1,1
73,58,131,-79708.448,25.79373282864238,650.9471811564255,1.717557251908397,0.11450381679389313,1.2586206896551724,0,1,5,5,8.0,9.0,8.0,24.0,23.0,9.0,8.0,9.0,4.235294117647059,1,1,1,1
72,59,131,-74300.664,25.79373282864238,673.7874331268263,1.2900763358778626,0.09923664122137404,1.2203389830508475,1,0,5,5,9.0,10.0,9.0,23.0,22.0,10.0,9.0,10.0,4.7368421052631575,1,1,1,1
71,60,131,-67768.04,25.79373282864238,697.0214825449928,0.9236641221374046,0.08396946564885496,1.1833333333333333,0,1,5,5,10.0,11.0,10.0,22.0,21.0,11.0,10.0,11.0,5.238095238095238,1,1,0,1
83,49,132,-62411.554,25.92483220379743,461.93337381311795,8.757575757575758,0.25757575757575757,1.6938775510204083,1,1,4,6,1.0,1.0,21.0,1.0,1.0,43.0,1.0,1.0,0.5,0,1,1,1
82,50,132,-76546.554,25.92483220379743,481.1805977219979,7.757575757575758,0.24242424242424243,1.64,0,0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
81,51,132,-79635.282,25.92483220379743,500.82062211881413,6.818181818181818,0.22727272727272727,1.588235294117647,1,1,5,5,1.0,1.0,1.0,31.0,31.0,1.0,1.0,1.0,0.5,1,1,1,1
80,52,132,-85188.197,25.92483220379743,520.8534470035667,5.9393939393939394,0.21212121212121213,1.5384615384615385,0,0,5,5,2.0,2.0,2.0,30.0,30.0,2.0,2.0,2.0,1.0,1,1,1,1
79,53,132,-85703.502,25.92483220379743,541.2790723762556,5.121212121212121,0.19696969696969696,1.490566037735849,1,1,5,5,3.0,3.0,3.0,29.0,29.0,3.0,3.0,3.0,1.5,1,1,1,1
78,54,132,-89278.97451,25.92483220379743,562.0974982368808,4.363636363636363,0.18181818181818182,1.4444444444444444,0,0,5,5,4.0,4.0,4.0,28.0,28.0,4.0,4.0,4.0,2.0,1,1,1,1
77,55,132,-87152.693,25.92483220379743,583.3087245854423,3.6666666666666665,0.16666666666666666,1.4,1,1,5,5,5.0,5.0,5.0,27.0,27.0,5.0,5.0,5.0,2.5,1,1,1,1
76,56,132,-88434.903,25.92483220379743,604.9127514219402,3.0303030303030303,0.15151515151515152,1.3571428571428572,0,0,5,5,6.0,6.0,6.0,26.0,26.0,6.0,6.0,6.0,3.0,1,1,1,1
75,57,132,-83723.578,25.92483220379743,626.9095787463743,2.4545454545454546,0.13636363636363635,1.3157894736842106,1,1,5,5,7.0,7.0,7.0,25.0,25.0,7.0,7.0,7.0,3.5,1,1,1,1
74,58,132,-82468.688,25.92483220379743,649.2992065587449,1.9393939393939394,0.12121212121212122,1.2758620689655173,0,0,5,5,8.0,8.0,8.0,24.0,24.0,8.0,8.0,8.0,4.0,1,1,1,1
73,59,132,-75227.464,25.92483220379743,672.0816348590517,1.4848484848484849,0.10606060606060606,1.2372881355932204,1,1,5,5,9.0,9.0,9.0,23.0,23.0,9.0,9.0,9.0,4.5,1,1,1,1
72,60,132,-71425.815,25.92483220379743,695.256863647295,1.0909090909090908,0.09090909090909091,1.2,0,0,5,5,10.0,10.0,10.0,22.0,22.0,10.0,10.0,10.0,5.0,1,1,1,1
83,50,133,-70873.89,26.055600933891245,479.97159615062833,8.18796992481203,0.24812030075187969,1.66,0,1,5,6,0.0,1.0,0.0,0.0,1.0,43.0,0.0,1.0,0.0,1,1,1,1
82,51,133,-78923.513,26.055600933891245,499.56227354453154,7.225563909774436,0.23308270676691728,1.607843137254902,1,0,5,6,1.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1
81,52,133,-82937.133,26.055600933891245,519.5447644863128,6.323308270676692,0.21804511278195488,1.5576923076923077,0,1,5,5,2.0,1.0,2.0,30.0,31.0,1.0,2.0,1.0,0.6666666666666666,1,1,1,1
80,53,133,-85857.302,26.055600933891245,539.9190689759721,5.481203007518797,0.20300751879699247,1.509433962264151,1,0,5,5,3.0,2.0,3.0,29.0,30.0,2.0,3.0,2.0,1.2,1,1,1,1
79,54,133,-87643.583,26.055600933891245,560.6851870135094,4.6992481203007515,0.18796992481203006,1.462962962962963,0,1,5,5,4.0,3.0,4.0,28.0,29.0,3.0,4.0,3.0,1.7142857142857142,1,1,1,1
78,55,133,-88070.943,26.055600933891245,581.843118598925,3.9774436090225564,0.17293233082706766,1.4181818181818182,1,0,5,5,5.0,4.0,5.0,27.0,28.0,4.0,5.0,4.0,2.2222222222222223,1,1,1,1
77,56,133,-87553.512,26.055600933891245,603.3928637322184,3.3157894736842106,0.15789473684210525,1.375,0,1,5,5,6.0,5.0,6.0,26.0,27.0,5.0,6.0,5.0,2.727272727272727,1,1,1,1
76,57,133,-85494.392,26.055600933891245,625.33442241339,2.7142857142857144,0.14285714285714285,1.3333333333333333,1,0,5,5,7.0,6.0,7.0,25.0,26.0,6.0,7.0,6.0,3.230769230769231,1,1,1,1
75,58,133,-82418.223,26.055600933891245,647.6677946424397,2.172932330827068,0.12781954887218044,1.293103448275862,0,1,5,5,8.0,7.0,8.0,24.0,25.0,7.0,8.0,7.0,3.7333333333333334,1,1,1,1
74,59,133,-77937.591,26.055600933891245,670.3929804193674,1.6917293233082706,0.11278195488721804,1.2542372881355932,1,0,5,5,9.0,8.0,9.0,23.0,24.0,8.0,9.0,8.0,4.235294117647059,1,1,1,1
73,60,133,-72332.38,26.055600933891245,693.5099797441732,1.2706766917293233,0.09774436090225563,1.2166666666666666,0,1,5,5,10.0,9.0,10.0,22.0,23.0,9.0,10.0,9.0,4.7368421052631575,1,1,1,1
72,61,133,-65407.653,26.055600933891245,717.018792616857,0.9097744360902256,0.08270676691729323,1.180327868852459,1,0,5,5,11.0,10.0,11.0,21.0,22.0,10.0,11.0,10.0,5.238095238095238,1,0,0,1
84,50,134,-66433.759,26.186042329573482,478.77465453324663,8.626865671641792,0.2537313432835821,1.68,0,0,5,6,0.0,2.0,0.0,0.0,2.0,42.0,0.0,2.0,0.0,1,1,1,0
83,51,134,-74019.004,26.186042329573482,498.3164771672567,7.641791044776119,0.23880597014925373,1.6274509803921569,1,1,5,6,1.0,1.0,1.0,31.0,1.0,43.0,1.0,1.0,0.5,1,1,1,1
82,52,134,-82533.752,26.186042329573482,518.249136253947,6.7164179104477615,0.22388059701492538,1.5769230769230769,0,0,5,6,2.0,0.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,1,1,1,1
81,53,134,-84043.44,26.186042329573482,538.5726317933174,5.850746268656716,0.208955223880597,1.528301886792453,1,1,5,5,3.0,1.0,3.0,29.0,31.0,1.0,3.0,1.0,0.75,1,1,1,1
80,54,134,-88125.83443,26.186042329573482,559.2869637853681,5.044776119402985,0.19402985074626866,1.4814814814814814,0,0,5,5,4.0,2.0,4.0,28.0,30.0,2.0,4.0,2.0,1.3333333333333333,1,1,1,1
79,55,134,-86891.165,26.186042329573482,580.392132230099,4.298507462686567,0.1791044776119403,1.4363636363636363,1,1,5,5,5.0,3.0,5.0,27.0,29.0,3.0,5.0,3.0,1.875,1,1,1,1
78,56,134,-88950.002,26.186042329573482,601.88813712751,3.611940298507463,0.16417910447761194,1.3928571428571428,0,0,5,5,6.0,4.0,6.0,26.0,28.0,4.0,6.0,4.0,2.4,1,1,1,1
77,57,134,-85218.659,26.186042329573482,623.7749784776014,2.985074626865672,0.14925373134328357,1.3508771929824561,1,1,5,5,7.0,5.0,7.0,25.0,27.0,5.0,7.0,5.0,2.9166666666666665,1,1,1,1
76,58,134,-84832.898,26.186042329573482,646.0526562803728,2.417910447761194,0.13432835820895522,1.3103448275862069,0,0,5,5,8.0,6.0,8.0,24.0,26.0,6.0,8.0,6.0,3.4285714285714284,1,1,1,1
75,59,134,-78528.0,26.186042329573482,668.7211705358245,1.9104477611940298,0.11940298507462686,1.271186440677966,1,1,5,5,9.0,7.0,9.0,23.0,25.0,7.0,9.0,7.0,3.9375,1,1,1,1
74,60,134,-75646.443,26.186042329573482,691.7805212439564,1.462686567164179,0.1044776119402985,1.2333333333333334,0,0,5,5,10.0,8.0,10.0,22.0,24.0,8.0,10.0,8.0,4.444444444444445,1,1,1,1
73,61,134,-66763.908,26.186042329573482,715.2307084047685,1.0746268656716418,0.08955223880597014,1.1967213114754098,1,1,5,5,11.0,9.0,11.0,21.0,23.0,9.0,11.0,9.0,4.95,1,1,1,1
85,50,135,-60632.252,26.31615964391579,477.5895639081015,9.074074074074074,0.25925925925925924,1.7,0,1,5,6,0.0,3.0,0.0,0.0,3.0,41.0,0.0,3.0,0.0,0,1,1,0
84,51,135,-69690.332,26.31615964391579,497.0830154961873,8.066666666666666,0.24444444444444444,1.6470588235294117,1,0,5,6,1.0,2.0,1.0,31.0,2.0,42.0,1.0,2.0,0.6666666666666666,1,1,1,1
83,52,135,-77728.79,26.31615964391579,516.9663361160348,7.118518518518519,0.22962962962962963,1.5961538461538463,0,1,5,6,2.0,1.0,2.0,30.0,1.0,43.0,2.0,1.0,0.6666666666666666,1,1,1,1
82,53,135,-83779.18,26.31615964391579,537.239525767644,6.229629629629629,0.21481481481481482,1.5471698113207548,1,0,5,6,3.0,0.0,3.0,29.0,0.0,0.0,3.0,0.0,0.0,1,1,1,1
81,54,135,-86413.365,26.31615964391579,557.902584451015,5.4,0.2,1.5,0,1,5,5,4.0,1.0,4.0,28.0,31.0,1.0,4.0,1.0,0.8,1,1,1,1
80,55,135,-87581.956,26.31615964391579,578.9555121661475,4.62962962962963,0.18518518518518517,1.4545454545454546,1,0,5,5,5.0,2.0,5.0,27.0,30.0,2.0,5.0,2.0,1.4285714285714286,1,1,1,1
79,56,135,-87850.655,26.31615964391579,600.3983089130419,3.9185185185185185,0.17037037037037037,1.4107142857142858,0,1,5,5,6.0,3.0,6.0,26.0,29.0,3.0,6.0,3.0,2.0,1,1,1,1
78,57,135,-86643.458,26.31615964391579,622.230974691698,3.2666666666666666,0.15555555555555556,1.368421052631579,1,0,5,5,7.0,4.0,7.0,25.0,28.0,4.0,7.0,4.0,2.5454545454545454,1,1,1,1
77,58,135,-84616.308,26.31615964391579,644.4535095021158,2.674074074074074,0.14074074074074075,1.3275862068965518,0,1,5,5,8.0,5.0,8.0,24.0,27.0,5.0,8.0,5.0,3.076923076923077,1,1,1,1
76,59,135,-80935.872,26.31615964391579,667.0659133442953,2.140740740740741,0.1259259259259259,1.2881355932203389,1,0,5,5,9.0,6.0,9.0,23.0,26.0,6.0,9.0,6.0,3.6,1,1,1,1
75,60,135,-76213.62,26.31615964391579,690.0681862182365,1.6666666666666667,0.1111111111111111,1.25,0,1,5,5,10.0,7.0,10.0,22.0,25.0,7.0,10.0,7.0,4.117647058823529,1,1,1,1
74,61,135,-70062.329,26.31615964391579,713.4603281239395,1.2518518518518518,0.0962962962962963,1.2131147540983607,1,0,5,5,11.0,8.0,11.0,21.0,24.0,8.0,11.0,8.0,4.631578947368421,1,1,1,1
73,62,135,-62857.222,26.31615964391579,737.2423390614041,0.8962962962962963,0.08148148148148149,1.1774193548387097,0,1,5,5,12.0,9.0,12.0,20.0,23.0,9.0,12.0,9.0,5.142857142857143,1,0,0,1
85,51,136,-64506.89,26.445956073831777,495.8616763843459,8.5,0.25,1.6666666666666667,1,1,5,6,1.0,3.0,1.0,31.0,3.0,41.0,1.0,3.0,0.75,1,1,1,1
84,52,136,-74425.279,26.445956073831777,515.6961434397198,7.529411764705882,0.23529411764705882,1.6153846153846154,0,0,5,6,2.0,2.0,2.0,30.0,2.0,42.0,2.0,2.0,1.0,1,1,1,1
83,53,136,-79545.225,26.445956073831777,535.9195216138264,6.617647058823529,0.22058823529411764,1.5660377358490567,1,1,5,6,3.0,1.0,3.0,29.0,1.0,43.0,3.0,1.0,0.75,1,1,1,1
82,54,136,-86429.17,26.445956073831777,556.5318109066659,5.764705882352941,0.20588235294117646,1.5185185185185186,0,0,5,6,4.0,0.0,4.0,28.0,0.0,0.0,4.0,0.0,0.0,1,1,1,1
81,55,136,-86338.855,26.445956073831777,577.5330113182382,4.970588235294118,0.19117647058823528,1.4727272727272727,1,1,5,5,5.0,1.0,5.0,27.0,31.0,1.0,5.0,1.0,0.8333333333333334,1,1,1,1
80,56,136,-88887.079,26.445956073831777,598.9231228485434,4.235294117647059,0.17647058823529413,1.4285714285714286,0,0,5,5,6.0,2.0,6.0,26.0,30.0,2.0,6.0,2.0,1.5,1,1,1,1
79,57,136,-86037.488,26.445956073831777,620.7021454975812,3.5588235294117645,0.16176470588235295,1.3859649122807018,1,1,5,5,7.0,3.0,7.0,25.0,29.0,3.0,7.0,3.0,2.1,1,1,1,1
78,58,136,-86508.55,26.445956073831777,642.870079265352,2.9411764705882355,0.14705882352941177,1.3448275862068966,0,0,5,5,8.0,4.0,8.0,24.0,28.0,4.0,8.0,4.0,2.6666666666666665,1,1,1,1
77,59,136,-81340.421,26.445956073831777,665.4269241518556,2.3823529411764706,0.1323529411764706,1.305084745762712,1,1,5,5,9.0,5.0,9.0,23.0,27.0,5.0,9.0,5.0,3.2142857142857144,1,1,1,1
76,60,136,-79199.297,26.445956073831777,688.372680157092,1.8823529411764706,0.11764705882352941,1.2666666666666666,0,0,5,5,10.0,6.0,10.0,22.0,26.0,6.0,10.0,6.0,3.75,1,1,1,1
75,61,136,-71169.923,26.445956073831777,711.7073472810612,1.4411764705882353,0.10294117647058823,1.2295081967213115,1,1,5,5,11.0,7.0,11.0,21.0,25.0,7.0,11.0,7.0,4.277777777777778,1,1,1,1
74,62,136,-66810.899,26.445956073831777,735.4309255237632,1.0588235294117647,0.08823529411764706,1.1935483870967742,0,0,5,5,12.0,8.0,12.0,20.0,24.0,8.0,12.0,8.0,4.8,1,1,1,1
86,51,137,-60060.392,26.575434761451795,494.6522528591394,8.941605839416058,0.25547445255474455,1.6862745098039216,1,0,5,6,1.0,4.0,1.0,31.0,4.0,40.0,1.0,4.0,0.8,0,1,1,0
85,52,137,-69303.762,26.575434761451795,514.438342973505,7.9489051094890515,0.24087591240875914,1.6346153846153846,0,1,5,6,2.0,3.0,2.0,30.0,3.0,41.0,2.0,3.0,1.2,1,1,1,1
84,53,137,-76356.268,26.575434761451795,534.6123956391326,7.014598540145985,0.22627737226277372,1.5849056603773586,1,0,5,6,3.0,2.0,3.0,29.0,2.0,42.0,3.0,2.0,1.2,1,1,1,1
83,54,137,-82383.414,26.575434761451795,555.1744108560224,6.138686131386861,0.2116788321167883,1.537037037037037,0,1,5,6,4.0,1.0,4.0,28.0,1.0,43.0,4.0,1.0,0.8,1,1,1,1
82,55,137,-86545.772,26.575434761451795,576.1243886241742,5.321167883211679,0.19708029197080293,1.490909090909091,1,0,5,6,5.0,0.0,5.0,27.0,0.0,0.0,5.0,0.0,0.0,1,1,1,1
81,56,137,-87721.401,26.575434761451795,597.4623289435881,4.562043795620438,0.18248175182481752,1.4464285714285714,0,1,5,5,6.0,1.0,6.0,26.0,31.0,1.0,6.0,1.0,0.8571428571428571,1,1,1,1
80,57,137,-87140.865,26.575434761451795,619.188231814264,3.8613138686131387,0.1678832116788321,1.4035087719298245,1,0,5,5,7.0,2.0,7.0,25.0,30.0,2.0,7.0,2.0,1.5555555555555556,1,1,1,1
79,58,137,-85918.765,26.575434761451795,641.3020972362019,3.218978102189781,0.15328467153284672,1.3620689655172413,0,1,5,5,8.0,3.0,8.0,24.0,29.0,3.0,8.0,3.0,2.1818181818181817,1,1,1,1
78,59,137,-83201.814,26.575434761451795,663.803925209402,2.6350364963503647,0.1386861313868613,1.3220338983050848,1,0,5,5,9.0,4.0,9.0,23.0,28.0,4.0,9.0,4.0,2.769230769230769,1,1,1,1
77,60,137,-79583.969,26.575434761451795,686.6937157338642,2.1094890510948905,0.12408759124087591,1.2833333333333334,0,1,5,5,10.0,5.0,10.0,22.0,27.0,5.0,10.0,5.0,3.3333333333333335,1,1,1,1
76,61,137,-74072.858,26.575434761451795,709.9714688095884,1.6423357664233578,0.10948905109489052,1.2459016393442623,1,0,5,5,11.0,6.0,11.0,21.0,26.0,6.0,11.0,6.0,3.8823529411764706,1,1,1,1
